Date,Rank,Streams,Singer,Song Title,feat,Extras,Christmas
2020-12-20,115,"79,694",Lil Mosey,Blueberry Faygo,,,N
2020-12-20,116,"79,579","Clean Bandit, Mabel",Tick Tock,Feat. 24kgoldn,,N
2020-12-20,117,"79,424",Bts,Dynamite,,,N
2020-12-20,118,"78,530",Taylor Swift,&Lsquo;Tis The Damn Season,,,N
2020-12-20,119,"78,139","Ella Henderson, Aj Mitchell",Blame It On The Mistletoe,,,Y
2020-12-20,120,"77,836",Juice Wrld,Come & Go,With Marshmello,,N
2020-12-20,121,"77,601",Ariana Grande,Pov,,,N
2020-12-20,122,"77,566",Gwen Stefani,You Make It Feel Like Christmas,Feat. Blake Shelton,,Y
2020-12-20,123,"77,242",Taylor Swift,Gold Rush,,,N
2020-12-20,124,"77,237",Arctic Monkeys,Do I Wanna Know?,,,N
2020-12-20,125,"77,058",Britney Spears,My Only Wish,This Year,,N
2020-12-20,126,"76,690",Justin Bieber,Lonely,With Benny Blanco,,N
2020-12-20,127,"76,662","Jawsh 685, Jason Derulo",Savage Love,Laxed - Siren Beat,,N
2020-12-20,128,"75,213","Ariana Grande, Liz Gillies",Santa Baby,,,Y
2020-12-20,129,"74,896",Conan Gray,Heather,,,N
2020-12-20,130,"74,894",Lady Gaga,Rain On Me,With Ariana Grande,,N
2020-12-20,131,"74,678",Michael Buble,Jingle Bells,Feat. The Puppini Sisters,,Y
2020-12-20,132,"73,761",Ritt Momney,Put Your Records On,,,N
2020-12-20,133,"73,707",The Ronettes,Frosty The Snowman,,,Y
2020-12-20,134,"73,482",Digga D,Chingy,It's Whatever,,N
2020-12-20,135,"73,382","Sigala, James Arthur",Lasting Lover,,,N
2020-12-20,136,"72,977",Ti&Euml;Sto,The Business,,,N
2020-12-20,137,"72,745",Dave,Location,Feat. Burna Boy,,N
2020-12-20,138,"72,627","Chris Brown, Young Thug",Go Crazy,,,N
2020-12-20,139,"72,339","D-block Europe, Aitch",Ufo,,,N
2020-12-20,140,"71,675",Michael Buble,Cold December Night,,,Y
2020-12-20,141,"71,579",Pop Smoke,Dior,,,N
2020-12-20,142,"71,456",Ashnikko,Daisy,,,N
2020-12-20,143,"71,101",Megan Thee Stallion,Body,,,N
2020-12-20,144,"70,920",Roddy Ricch,The Box,,,N
2020-12-20,145,"70,898",Dermot Kennedy,Giants,,,N
2020-12-20,146,"70,814","Aj Tracey, Mabel",West Ten,,,N
2020-12-20,147,"70,329",Dj Khaled,Greece,Feat. Drake,,N
2020-12-20,148,"70,051",S1mba,Rover,Feat. Dtg,,N
2020-12-20,149,"69,879",Harry Styles,Falling,,,N
2020-12-20,150,"69,664",Pop Smoke,The Woo,Feat. 50 Cent & Roddy Ricch,,N
2020-12-20,151,"68,782","Topic, A7s",Breaking Me,,,N
2020-12-20,152,"68,550",Otis Redding,Merry Christmas Baby,,,Y
2020-12-20,153,"68,298","Powfu, Beabadoobee",Death Bed,Coffee For Your Head,,N
2020-12-20,154,"68,285",Daryl Hall John Oates,Jingle Bell Rock - Daryl's Version,,,Y
2020-12-20,155,"68,045",Tion Wayne,I Dunno,Feat. Dutchavelli & Stormzy,,N
2020-12-20,156,"67,439",Dua Lipa,Don't Start Now,,,N
2020-12-20,157,"67,245",Headie One,Princess Cuts,Feat. Young T & Bugsey,,N
2020-12-20,158,"67,140",Michael Buble,I'll Be Home For Christmas,,,Y
2020-12-20,159,"66,613",Glass Animals,Heat Waves,,,N
2020-12-20,160,"65,992",Shawn Mendes,The Christmas Song,Shawn Mendes & Camila Cabello,,Y
2020-12-20,161,"65,708",Jax Jones,I Miss U,With Au/Ra,,N
2020-12-20,162,"65,456",Taylor Swift,Tolerate It,,,N
2020-12-20,163,"64,945",Digga D,Daily Duppy - Pt.1,,,N
2020-12-20,164,"64,900",Michael Buble,White Christmas,With Shania Twain,,Y
2020-12-20,165,"64,897",Harry Styles,Adore You,,,N
2020-12-20,166,"64,383",Eminem,Black Magic,Feat. Skylar Grey,,N
2020-12-20,167,"63,792",Shawn Mendes,Wonder,,,N
2020-12-20,168,"63,704",Donny Hathaway,This Christmas,,,Y
2020-12-20,169,"63,599",The Darkness,Christmas Time,Don't Let The Bells End,,Y
2020-12-20,170,"63,436",The Neighbourhood,Daddy Issues,,,N
2020-12-20,171,"62,906",Greg Lake,I Believe In Father Christmas - 2017 - Remaster,,,Y
2020-12-20,172,"62,762",Polo G,Martin & Gina,,,N
2020-12-20,173,"62,514","Nathan Dawe, Little Mix",No Time For Tears,,,N
2020-12-20,174,"62,239",Coldplay,Yellow,,,N
2020-12-20,175,"62,129",Tony Bennett,Winter Wonderland,,,Y
2020-12-20,176,"62,118",The Waitresses,Christmas Wrapping,,,Y
2020-12-20,177,"61,603",Hvme,Goosebumps,,,N
2020-12-20,178,"61,595",Digga D,Woi,,,N
2020-12-20,179,"61,584",Sam Smith,Diamonds,,,N
2020-12-20,180,"61,245",Lewis Capaldi,Bruises,,,N
2020-12-20,181,"60,850",Mariah Carey,Christmas,Baby Please Come Home,,Y
2020-12-20,182,"60,754",Machine Gun Kelly,My Ex's Best Friend,With Blackbear,,N
2020-12-20,183,"60,634",Lil Tjay,F.N,,,N
2020-12-20,184,"60,397",Drake,Toosie Slide,,,N
2020-12-20,185,"60,184",Aj Tracey,Dinner Guest,Feat. Mostack,,N
2020-12-20,186,"60,153",Eagles,Please Come Home For Christmas - 2013 Remaster,,,Y
2020-12-20,187,"60,132",Arctic Monkeys,505,,,N
2020-12-20,188,"60,012",Eminem,Zeus,Feat. White Gold,,N
2020-12-20,189,"59,817",Xxxtentacion,Jocelyn Flores,,,N
2020-12-20,190,"59,816",Eminem,Alfred's Theme,,,N
2020-12-20,191,"59,471",Stormzy,Own It,Feat. Ed Sheeran & Burna Boy,,N
2020-12-20,192,"59,212",Michael Buble,All I Want For Christmas Is You,,,Y
2020-12-20,193,"59,139",Dean Martin,"Baby, It's Cold Outside",,,Y
2020-12-20,194,"59,134",Travis Scott,Goosebumps,,,N
2020-12-20,195,"59,122","Aitch, Aj Tracey, Tay Keith",Rain,,,N
2020-12-20,196,"58,883",Taylor Swift,Happiness,,,N
2020-12-20,197,"58,773",Post Malone,Circles,,,N
2020-12-20,198,"58,712",The Kid Laroi,Go,Feat. Juice Wrld,,N
2020-12-20,199,"58,678",Ella Fitzgerald,Sleigh Ride,,,Y
2020-12-20,200,"58,504",Michael Buble,Have Yourself A Merry Little Christmas,,,Y
2020-12-21,1,"643,405",Mariah Carey,All I Want For Christmas Is You,,,Y
2020-12-21,2,"634,393",Wham!,Last Christmas,,,Y
2020-12-21,3,"523,314",Brenda Lee,Rockin' Around The Christmas Tree,,,Y
2020-12-21,4,"466,832",Michael Buble,It's Beginning To Look A Lot Like Christmas,,,Y
2020-12-21,5,"452,186",Ariana Grande,Santa Tell Me,,,Y
2020-12-21,6,"409,339",Kelly Clarkson,Underneath The Tree,,,Y
2020-12-21,7,"408,364",Andy Williams,It's The Most Wonderful Time Of The Year,,,Y
2020-12-21,8,"404,741",Bobhelms,Jingle Bell Rock,,,Y
2020-12-21,9,"388,962",Band Aid,Do They Know It's Christmas? - 1984 Version,,,Y
2020-12-21,10,"379,589",The Pogues,Fairytale Of New York,Feat. Kirsty Maccoll,,Y
2020-12-21,11,"324,012",The Ronettes,Sleigh Ride,,,Y
2020-12-21,12,"322,059",Chris Rea,Driving Home For Christmas - 2019 Remaster,,,Y
2020-12-21,13,"313,725",Elton John,Step Into Christmas,,,Y
2020-12-21,14,"311,155",Shakin' Stevens,Merry Christmas Everyone,,,Y
2020-12-21,15,"310,129",Dean Martin,Let It Snow! Let It Snow! Let It Snow!,,,Y
2020-12-21,16,"295,970",Paul Mccartney,Wonderful Christmastime - Edited Version / Remastered 2011,,,Y
2020-12-21,17,"288,529",Michael Buble,Holly Jolly Christmas,,,Y
2020-12-21,18,"282,353",Ed Sheeran,Afterglow,,,N
2020-12-21,19,"263,563",Wizzard,I Wish It Could Be Christmas Everyday,,,Y
2020-12-21,20,"246,614","John Lennon, Yoko Ono",Happy Xmas,War Is Over,- Remastered 2010,Y
2020-12-21,21,"246,116",Jose Feliciano,Feliz Navidad,,,N
2020-12-21,22,"243,564",Justin Bieber,Mistletoe,,,Y
2020-12-21,23,"242,876",Leona Lewis,One More Sleep,,,Y
2020-12-21,24,"242,184",Ariana Grande,Positions,,,N
2020-12-21,25,"232,024",Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,With The B. Swanson Quartet,,Y
2020-12-21,26,"231,693",24kgoldn,Mood,Feat. Iann Dior,,N
2020-12-21,27,"215,035",Cj,Whoopty,,,N
2020-12-21,28,"210,313",Internet Money,Lemonade,"Feat. Gunna, Don Toliver & Nav",,N
2020-12-21,29,"207,123",Kylie Minogue,Santa Baby,,,Y
2020-12-21,30,"198,514",Slade,Merry Xmas Everybody,,,Y
2020-12-21,31,"195,330",Pop Smoke,What You Know Bout Love,,,N
2020-12-21,32,"193,282",The Kid Laroi,Without You,,,N
2020-12-21,33,"191,951",Ariana Grande,34+35,,,N
2020-12-21,34,"184,259",Joel Corry,Head & Heart,Feat. Mnek,,N
2020-12-21,35,"183,957",Sia,Snowman,,,N
2020-12-21,36,"171,884","Bing Crosby, Ken Darsingers, John Scott Trotter His Orchestra",White Christmas,,,Y
2020-12-21,37,"167,917",The Weeknd,Blinding Lights,,,N
2020-12-21,38,"162,913",Pretenders,2000 Miles - 2007 Remaster,,,N
2020-12-21,39,"159,325",Coldplay,Christmas Lights,,,Y
2020-12-21,40,"157,604",Taylor Swift,Willow,,,N
2020-12-21,41,"156,155",Little Mix,Sweet Melody,,,N
2020-12-21,42,"155,625",Tate Mcrae,You Broke Me First,,,N
2020-12-21,43,"154,783",Lil Nas X,Holiday,,,N
2020-12-21,44,"154,693",Mud,Lonely This Christmas,,,Y
2020-12-21,45,"151,782",The Jackson 5,Santa Claus Is Coming To Town,,,Y
2020-12-21,46,"149,654",Nat King Cole,The Christmas Song,Merry Christmas To You,,Y
2020-12-21,47,"145,236",Dua Lipa,Levitating,Feat. Dababy,,N
2020-12-21,48,"145,115","Wes Nelson, Hardy Caprio",See Nobody,,,N
2020-12-21,49,"144,202",Meduza,Paradise,Feat. Dermot Kennedy,,N
2020-12-21,50,"143,121",Miley Cyrus,Prisoner,Feat. Dua Lipa,,N
2020-12-21,51,"142,491",Darlene Love,Christmas,Baby Please Come Home,,Y
2020-12-21,52,"138,720",Billie Eilish,Therefore I Am,,,N
2020-12-21,53,"135,576",Jona Lewie,Stop The Cavalry,,,N
2020-12-21,54,"130,705",Brett Eldredge,"Baby, It's Cold Outside",Feat. Meghan Trainor,,Y
2020-12-21,55,"129,132",Cardi B,Wap,Feat. Megan Thee Stallion,,N
2020-12-21,56,"126,420",Central Cee,Loading,,,N
2020-12-21,57,"122,816",Ksi,Really Love,Feat. Craig David & Digital Farm Animals,,N
2020-12-21,58,"122,764",Dababy,Rockstar,Feat. Roddy Ricch,,N
2020-12-21,59,"119,781",Idina Menzel,Baby It's Cold Outside,Duet With Michael Bubl&Eacute;,,Y
2020-12-21,60,"119,351",Cliff Richard,Mistletoe And Wine,,,Y
2020-12-21,61,"114,831",Headie One,Ain't It Different,Feat. Aj Tracey & Stormzy,,N
2020-12-21,62,"113,911",Juice Wrld,Wishing Well,,,N
2020-12-21,63,"113,499",Pop Smoke,For The Night,Feat. Lil Baby & Dababy,,N
2020-12-21,64,"113,371","Paul Woolford, Diplo, Kareen Lomax",Looking For Me,,,N
2020-12-21,65,"113,086",Pop Smoke,Mood Swings,Feat. Lil Tjay,,N
2020-12-21,66,"109,120",Shane Codd,Get Out My Head,,,N
2020-12-21,67,"108,976",Justin Bieber,Holy,Feat. Chance The Rapper,,N
2020-12-21,68,"108,684",Lewis Capaldi,Someone You Loved,,,N
2020-12-21,69,"107,644",Chuck Berry,Run Rudolph Run - Single Version,,,N
2020-12-21,70,"106,202",Taylor Swift,Champagne Problems,,,N
2020-12-21,71,"106,135",Juice Wrld,Lucid Dreams,,,N
2020-12-21,72,"106,000",Harry Styles,Watermelon Sugar,,,N
2020-12-21,73,"104,973",Miley Cyrus,Midnight Sky,,,N
2020-12-21,74,"104,529",James Arthur,Train Wreck,,,N
2020-12-21,75,"104,515",Boney M.,Mary's Boy Child / Oh My Lord,,,N
2020-12-21,76,"104,308",Juice Wrld,Robbery,,,N
2020-12-21,77,"101,784","Fumez The Engineer, A92, Offica",A92 X Fumez The Engineer - Plugged In Freestyle,,,N
2020-12-21,78,"100,653",Eminem,Gnat,,,N
2020-12-21,79,"99,822",Taylor Swift,"No Body, No Crime",Feat. Haim,,N
2020-12-21,80,"99,146",Sam Smith,Have Yourself A Merry Little Christmas,,,Y
2020-12-21,81,"98,970",The Kid Laroi,So Done,,,N
2020-12-21,82,"97,211",Wilbur Soot,Your New Boyfriend,,,N
2020-12-21,83,"97,004",Sia,Santa's Coming For Us,,,Y
2020-12-21,84,"94,455",Shawn Mendes,Monster,Shawn Mendes & Justin Bieber,,N
2020-12-21,85,"93,842",Kid Cudi,Show Out,With Skepta & Pop Smoke,,N
2020-12-21,86,"93,346","Dolly Parton, Michael Buble","Cuddle Up, Cozy Down Christmas",,,Y
2020-12-21,87,"92,961",The Jackson 5,I Saw Mommy Kissing Santa Claus,,,Y
2020-12-21,88,"92,861",Elvis Presley,Blue Christmas,,,Y
2020-12-21,89,"92,775","Post Malone, Swae Lee",Sunflower - Spider-man: Into The Spider-verse,,,N
2020-12-21,90,"91,515","Perry Como, The Fontane Sisters",It's Beginning To Look A Lot Like Christmas,With Mitchell Ayres & His Orchestra,,Y
2020-12-21,91,"90,728",Drake,Laugh Now Cry Later,Feat. Lil Durk,,N
2020-12-21,92,"89,576",Juice Wrld,All Girls Are The Same,,,N
2020-12-21,93,"88,319",Stevie Wonder,What Christmas Means To Me,,,Y
2020-12-21,94,"88,309",Eminem,Godzilla,Feat. Juice Wrld,,N
2020-12-21,95,"88,143",Harry Styles,Golden,,,N
2020-12-21,96,"88,109",The Neighbourhood,Sweater Weather,,,N
2020-12-21,97,"87,824",Liam Payne,Naughty List,With Dixie D'amelio,,N
2020-12-21,98,"87,110","Juice Wrld, The Kid Laroi",Reminds Me Of You,,,N
2020-12-21,99,"87,081",Jason Derulo,Take You Dancing,,,N
2020-12-21,100,"86,855",Saint Jhn,Roses - Imanbek Remix,,,N
2020-12-21,101,"86,810",Nathan Dawe,Lighter,Feat. Ksi,,N
2020-12-21,102,"85,645",Ava Max,Christmas Without You,,,Y
2020-12-21,103,"85,474",Taylor Swift,&Lsquo;Tis The Damn Season,,,N
2020-12-21,104,"85,221",Lewis Capaldi,Before You Go,,,N
2020-12-21,105,"84,470","Clean Bandit, Mabel",Tick Tock,Feat. 24kgoldn,,N
2020-12-21,106,"84,251",Arctic Monkeys,Why'd You Only Call Me When You're High?,,,N
2020-12-21,107,"84,238",Ariana Grande,Pov,,,N
2020-12-21,108,"84,138",Justin Bieber,Lonely,With Benny Blanco,,N
2020-12-21,109,"83,762",East 17,Stay Another Day,,,N
2020-12-21,110,"83,406",Bts,Dynamite,,,N
2020-12-21,111,"83,112",The Killers,Mr. Brightside,,,N
2020-12-21,112,"83,079",Ti&Euml;Sto,The Business,,,N
2020-12-21,113,"82,759",Taylor Swift,Gold Rush,,,N
2020-12-21,114,"82,251",Lil Mosey,Blueberry Faygo,,,N
2020-12-21,115,"82,099",Lady Gaga,Rain On Me,With Ariana Grande,,N
2020-12-21,116,"81,996",Tones And I,Dance Monkey,,,N
2020-12-21,117,"81,280",Queen,Thank God It's Christmas - Non-album Single,,,Y
2020-12-21,118,"80,828",Arctic Monkeys,Do I Wanna Know?,,,N
2020-12-21,119,"79,339",Fleetwood Mac,Dreams - 2004 Remaster,,,N
2020-12-21,120,"79,254","Jawsh 685, Jason Derulo",Savage Love,Laxed - Siren Beat,,N
2020-12-21,121,"79,116",Bruce Springsteen,"Santa Claus Is Comin' To Town - Live At C.W. Post College, Greenvale, Ny - December 1975",,,Y
2020-12-21,122,"78,981",Juice Wrld,Come & Go,With Marshmello,,N
2020-12-21,123,"78,603",Digga D,Chingy,It's Whatever,,N
2020-12-21,124,"78,469","Ella Henderson, Aj Mitchell",Blame It On The Mistletoe,,,Y
2020-12-21,125,"78,227","Sigala, James Arthur",Lasting Lover,,,N
2020-12-21,126,"78,098",Ritt Momney,Put Your Records On,,,N
2020-12-21,127,"77,820","Aj Tracey, Mabel",West Ten,,,N
2020-12-21,128,"77,793","Eartha Kitt, Henri Rene His Orchestra",Santa Baby,With Henri Ren&Eacute; & His Orchestra,,Y
2020-12-21,129,"77,350",Dave,Location,Feat. Burna Boy,,N
2020-12-21,130,"77,209",Michael Buble,Santa Claus Is Coming To Town,,,Y
2020-12-21,131,"76,982",Britney Spears,My Only Wish,This Year,,N
2020-12-21,132,"76,897",Burl Ives,A Holly Jolly Christmas - Single Version,,,Y
2020-12-21,133,"76,739","The Beach Boys, Mark Linett, Sweet, Larry Walsh",Little Saint Nick - 1991 Remix,,,N
2020-12-21,134,"76,738","D-block Europe, Aitch",Ufo,,,N
2020-12-21,135,"76,720",Gwen Stefani,You Make It Feel Like Christmas,Feat. Blake Shelton,,Y
2020-12-21,136,"76,310",Dermot Kennedy,Giants,,,N
2020-12-21,137,"75,764",Pop Smoke,Dior,,,N
2020-12-21,138,"75,690","Chris Brown, Young Thug",Go Crazy,,,N
2020-12-21,139,"75,486",Dj Khaled,Greece,Feat. Drake,,N
2020-12-21,140,"75,479",S1mba,Rover,Feat. Dtg,,N
2020-12-21,141,"75,016",Ashnikko,Daisy,,,N
2020-12-21,142,"74,770",Conan Gray,Heather,,,N
2020-12-21,143,"74,051",Megan Thee Stallion,Body,,,N
2020-12-21,144,"73,856",Glass Animals,Heat Waves,,,N
2020-12-21,145,"73,788",Pop Smoke,The Woo,Feat. 50 Cent & Roddy Ricch,,N
2020-12-21,146,"73,309",Tion Wayne,I Dunno,Feat. Dutchavelli & Stormzy,,N
2020-12-21,147,"73,273","Topic, A7s",Breaking Me,,,N
2020-12-21,148,"73,063",Roddy Ricch,The Box,,,N
2020-12-21,149,"72,915",Harry Styles,Falling,,,N
2020-12-21,150,"72,170",Headie One,Princess Cuts,Feat. Young T & Bugsey,,N
2020-12-21,151,"72,120","Ariana Grande, Liz Gillies",Santa Baby,,,Y
2020-12-21,152,"72,081",Jax Jones,I Miss U,With Au/Ra,,N
2020-12-21,153,"71,840","Mykola Dmytrovych Leontovych, John Williams",Carol Of The Bells,,,Y
2020-12-21,154,"70,642",Taylor Swift,Tolerate It,,,N
2020-12-21,155,"69,824",Shawn Mendes,Wonder,,,N
2020-12-21,156,"69,608",Hvme,Goosebumps,,,N
2020-12-21,157,"69,495",Dua Lipa,Don't Start Now,,,N
2020-12-21,158,"69,174","Powfu, Beabadoobee",Death Bed,Coffee For Your Head,,N
2020-12-21,159,"68,179","Nathan Dawe, Little Mix",No Time For Tears,,,N
2020-12-21,160,"67,456",Digga D,Daily Duppy - Pt.1,,,N
2020-12-21,161,"67,265",Harry Styles,Adore You,,,N
2020-12-21,162,"66,635",Eminem,Zeus,Feat. White Gold,,N
2020-12-21,163,"66,497",The Ronettes,Frosty The Snowman,,,Y
2020-12-21,164,"66,441",Polo G,Martin & Gina,,,N
2020-12-21,165,"66,334",Lil Tjay,F.N,,,N
2020-12-21,166,"66,173",Aj Tracey,Dinner Guest,Feat. Mostack,,N
2020-12-21,167,"65,971",Lewis Capaldi,Bruises,,,N
2020-12-21,168,"65,895",Michael Buble,Cold December Night,,,Y
2020-12-21,169,"65,481",Machine Gun Kelly,My Ex's Best Friend,With Blackbear,,N
2020-12-21,170,"65,481",Eminem,Black Magic,Feat. Skylar Grey,,N
2020-12-21,171,"65,337",Digga D,Woi,,,N
2020-12-21,172,"65,289",Sam Smith,Diamonds,,,N
2020-12-21,173,"65,046",Daryl Hall John Oates,Jingle Bell Rock - Daryl's Version,,,Y
2020-12-21,174,"64,999",Otis Redding,Merry Christmas Baby,,,Y
2020-12-21,175,"64,561",The Neighbourhood,Daddy Issues,,,N
2020-12-21,176,"64,522",Shawn Mendes,The Christmas Song,Shawn Mendes & Camila Cabello,,Y
2020-12-21,177,"64,068",Stormzy,Own It,Feat. Ed Sheeran & Burna Boy,,N
2020-12-21,178,"63,572",Taylor Swift,Happiness,,,N
2020-12-21,179,"63,423",Michael Buble,Jingle Bells,Feat. The Puppini Sisters,,Y
2020-12-21,180,"63,180","Aitch, Aj Tracey, Tay Keith",Rain,,,N
2020-12-21,181,"63,013",Drake,Toosie Slide,,,N
2020-12-21,182,"62,699",Xxxtentacion,Jocelyn Flores,,,N
2020-12-21,183,"62,694",Coldplay,Yellow,,,N
2020-12-21,184,"62,591",Arctic Monkeys,505,,,N
2020-12-21,185,"62,216",Future,Life Is Good,Feat. Drake,,N
2020-12-21,186,"62,129",Eminem,Alfred's Theme,,,N
2020-12-21,187,"61,559",Travis Scott,Goosebumps,,,N
2020-12-21,188,"61,157",Michael Buble,I'll Be Home For Christmas,,,Y
2020-12-21,189,"61,134",Taylor Swift,Ivy,,,N
2020-12-21,190,"60,624",The Kid Laroi,Go,Feat. Juice Wrld,,N
2020-12-21,191,"60,544",Post Malone,Circles,,,N
2020-12-21,192,"60,226","Octavian, Skepta",Papi Chulo,,,N
2020-12-21,193,"60,081",Jonas Brothers,I Need You Christmas,,,Y
2020-12-21,194,"60,027",Meghan Trainor,My Kind Of Present,,,N
2020-12-21,195,"59,844",Taylor Swift,Dorothea,,,N
2020-12-21,196,"59,789",Mother Mother,Hayloft,,,N
2020-12-21,197,"59,701",James Arthur,Say You Won't Let Go,,,N
2020-12-21,198,"59,336",Taylor Swift,Coney Island,Feat. The National,,N
2020-12-21,199,"59,264",Eminem,Tone Deaf,,,N
2020-12-21,200,"59,244",The Darkness,Christmas Time,Don't Let The Bells End,,Y
2020-12-22,1,"699,270",Mariah Carey,All I Want For Christmas Is You,,,Y
2020-12-22,2,"692,819",Wham!,Last Christmas,,,Y
2020-12-22,3,"578,439",Brenda Lee,Rockin' Around The Christmas Tree,,,Y
2020-12-22,4,"509,705",Michael Buble,It's Beginning To Look A Lot Like Christmas,,,Y
2020-12-22,5,"490,520",Ariana Grande,Santa Tell Me,,,Y
2020-12-22,6,"450,163",Kelly Clarkson,Underneath The Tree,,,Y
2020-12-22,7,"446,248",Bobhelms,Jingle Bell Rock,,,Y
2020-12-22,8,"445,037",Andy Williams,It's The Most Wonderful Time Of The Year,,,Y
2020-12-22,9,"431,395",Band Aid,Do They Know It's Christmas? - 1984 Version,,,Y
2020-12-22,10,"417,934",The Pogues,Fairytale Of New York,Feat. Kirsty Maccoll,,Y
2020-12-22,11,"361,194",Chris Rea,Driving Home For Christmas - 2019 Remaster,,,Y
2020-12-22,12,"355,198",The Ronettes,Sleigh Ride,,,Y
2020-12-22,13,"352,462",Elton John,Step Into Christmas,,,Y
2020-12-22,14,"340,391",Dean Martin,Let It Snow! Let It Snow! Let It Snow!,,,Y
2020-12-22,15,"335,723",Shakin' Stevens,Merry Christmas Everyone,,,Y
2020-12-22,16,"325,980",Paul Mccartney,Wonderful Christmastime - Edited Version / Remastered 2011,,,Y
2020-12-22,17,"320,083",Michael Buble,Holly Jolly Christmas,,,Y
2020-12-22,18,"284,796",Wizzard,I Wish It Could Be Christmas Everyday,,,Y
2020-12-22,19,"277,063",Ed Sheeran,Afterglow,,,N
2020-12-22,20,"276,443","John Lennon, Yoko Ono",Happy Xmas,War Is Over,- Remastered 2010,Y
2020-12-22,21,"272,839",Jose Feliciano,Feliz Navidad,,,N
2020-12-22,22,"271,579",Leona Lewis,One More Sleep,,,Y
2020-12-22,23,"267,523",Justin Bieber,Mistletoe,,,Y
2020-12-22,24,"260,096",Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,With The B. Swanson Quartet,,Y
2020-12-22,25,"251,421",Ariana Grande,Positions,,,N
2020-12-22,26,"231,758",24kgoldn,Mood,Feat. Iann Dior,,N
2020-12-22,27,"230,387",Kylie Minogue,Santa Baby,,,Y
2020-12-22,28,"219,851",Slade,Merry Xmas Everybody,,,Y
2020-12-22,29,"218,861",Cj,Whoopty,,,N
2020-12-22,30,"212,573",Internet Money,Lemonade,"Feat. Gunna, Don Toliver & Nav",,N
2020-12-22,31,"197,840",Ariana Grande,34+35,,,N
2020-12-22,32,"197,473",Pop Smoke,What You Know Bout Love,,,N
2020-12-22,33,"195,133",The Kid Laroi,Without You,,,N
2020-12-22,34,"192,973",Sia,Snowman,,,N
2020-12-22,35,"192,280","Bing Crosby, Ken Darsingers, John Scott Trotter His Orchestra",White Christmas,,,Y
2020-12-22,36,"190,618",Joel Corry,Head & Heart,Feat. Mnek,,N
2020-12-22,37,"181,252",Pretenders,2000 Miles - 2007 Remaster,,,N
2020-12-22,38,"175,215",Coldplay,Christmas Lights,,,Y
2020-12-22,39,"174,975",The Weeknd,Blinding Lights,,,N
2020-12-22,40,"170,820",The Jackson 5,Santa Claus Is Coming To Town,,,Y
2020-12-22,41,"170,616",Nat King Cole,The Christmas Song,Merry Christmas To You,,Y
2020-12-22,42,"169,935",Mud,Lonely This Christmas,,,Y
2020-12-22,43,"162,393",Little Mix,Sweet Melody,,,N
2020-12-22,44,"159,561",Tate Mcrae,You Broke Me First,,,N
2020-12-22,45,"157,854",Darlene Love,Christmas,Baby Please Come Home,,Y
2020-12-22,46,"155,455",Taylor Swift,Willow,,,N
2020-12-22,47,"154,768",Meduza,Paradise,Feat. Dermot Kennedy,,N
2020-12-22,48,"154,198",Lil Nas X,Holiday,,,N
2020-12-22,49,"152,204",Miley Cyrus,Prisoner,Feat. Dua Lipa,,N
2020-12-22,50,"148,867","Wes Nelson, Hardy Caprio",See Nobody,,,N
2020-12-22,51,"147,541",Dua Lipa,Levitating,Feat. Dababy,,N
2020-12-22,52,"146,758",Jona Lewie,Stop The Cavalry,,,N
2020-12-22,53,"141,562",Billie Eilish,Therefore I Am,,,N
2020-12-22,54,"141,019",Brett Eldredge,"Baby, It's Cold Outside",Feat. Meghan Trainor,,Y
2020-12-22,55,"133,356",Cardi B,Wap,Feat. Megan Thee Stallion,,N
2020-12-22,56,"130,110",Idina Menzel,Baby It's Cold Outside,Duet With Michael Bubl&Eacute;,,Y
2020-12-22,57,"129,242",Cliff Richard,Mistletoe And Wine,,,Y
2020-12-22,58,"126,215",Ksi,Really Love,Feat. Craig David & Digital Farm Animals,,N
2020-12-22,59,"126,008",Central Cee,Loading,,,N
2020-12-22,60,"125,666",Dababy,Rockstar,Feat. Roddy Ricch,,N
2020-12-22,61,"121,623",Chuck Berry,Run Rudolph Run - Single Version,,,N
2020-12-22,62,"120,426","Paul Woolford, Diplo, Kareen Lomax",Looking For Me,,,N
2020-12-22,63,"118,935",Headie One,Ain't It Different,Feat. Aj Tracey & Stormzy,,N
2020-12-22,64,"117,206",Shane Codd,Get Out My Head,,,N
2020-12-22,65,"116,188",Boney M.,Mary's Boy Child / Oh My Lord,,,N
2020-12-22,66,"115,117",The Kunts,Boris Johnson Is A Fucking Cunt,,,N
2020-12-22,67,"114,988",Pop Smoke,For The Night,Feat. Lil Baby & Dababy,,N
2020-12-22,68,"112,765",Justin Bieber,Holy,Feat. Chance The Rapper,,N
2020-12-22,69,"111,593",Juice Wrld,Wishing Well,,,N
2020-12-22,70,"111,538",Pop Smoke,Mood Swings,Feat. Lil Tjay,,N
2020-12-22,71,"111,426",Lewis Capaldi,Someone You Loved,,,N
2020-12-22,72,"111,283",Sam Smith,Have Yourself A Merry Little Christmas,,,Y
2020-12-22,73,"108,909",Miley Cyrus,Midnight Sky,,,N
2020-12-22,74,"107,412","Dolly Parton, Michael Buble","Cuddle Up, Cozy Down Christmas",,,Y
